cta_protocol_id,cta_protocol_no,submission_no,status_code,status_en,status_fr,start_date,end_date,nol_date,protocol_title_en,protocol_title_fr,conditions,manufacturer,brand_name_en,brand_name_fr,adult_male,adult_female,pediatric,last_update
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200616 08:16:09 GMT
56310,OZM-113,238691,1,ONGOING,En cours,20200604,,20200429,THERAPEUTIC-DOSE ANTICOAGULATION FOR THE TREATMENT OF HOSPITALIZED PATIENTS WITH COVID-19: THE ANTITHROMBOTIC THERAPY TO AMELIORATE COMPLICATIONS OF COVID-19 (ATTACC) TRIAL,ANTICOAGULATION À DOSE THÉRAPEUTIQUE POUR LE TRAITEMENT DES PATIENTS HOSPITALISÉS EN RAISON DE LA COVID 19 : ESSAI SUR LE TRAITEMENT ANTITHROMBOTIQUE POUR L¿AMÉLIORATION DES COMPLICATIONS LIÉES À LA COVID 19 (TATACC),"{""CORONAVIRUS DISEASE (COVID-19)""}",UNIVERSITY OF MANITOBA,HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP,HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP,true,true,,20200616 08:16:09 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200616 08:16:09 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200616 08:16:09 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200619 08:17:40 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""UPPER RESPIRATORY TRACT INFECTION"",""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200623 08:19:45 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200623 08:19:45 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200623 08:19:45 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200625 08:20:47 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200625 08:20:47 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200617 08:16:37 GMT
56643,214094,239770,3,PENDING,En suspens,,,20200527,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, STUDY EVALUATING THE EFFICACY AND SAFETY OF OTLIMAB IV IN PATIENTS WITH SEVERE PULOMNARY COVID-19 RELATED DISEASE","UNE ÉTUDE RANDOMISÉE, À DOUBLE INSU ET CONTRÔLÉE PAR PLACEBO VISANT À ÉVALUER L'EFFICACITÉ ET L'INNOCUITÉ DE L'OTILIMAB PAR VOIE INTRAVEINEUSE CHEZ DES PATIENTS ATTEINTS D'UNE GRAVE MALADIE PULMONAIRE LIÉE À LA COVID 19","{""CORONAVIRUS DISEASE (COVID-19)""}",GLAXOSMITHKLINE INC,GSK3196165 (OTILIMAB),GSK3196165 (OTILIMAB),true,true,,20200617 08:16:37 GMT
56747,2149,240138,3,PENDING,En suspens,,,20200610,"SEDATING WITH VOLATILE ANESTHETICS CRITICALLY ILL COVID-19 PATIENTS IN ICU: EFFECTS ON VENTILATORY PARAMETERS AND SURVIVAL MULTICENTRE OPEN-LABEL, PRAGMATIC, RANDOMIZED CONTROLLED TRIAL AND A PARALLEL PROSPECTIVE (NON-RANDOMIZED) COHORT STUDY","METTRE DES PATIENTS DANS L'UNITÉ DE SOINS INTENSIFS GRAVEMENT ATTEINTES PAR LE COVID-19 SOUS CALMANT AVEC DES ANESTHÉSIQUES VOLATILS :  LES EFFETS SUR LES PARAMÈTRES VENTILATOIRES ET LA SURVIE UNE ÉTUDE DE COHORTE OUVERTE, MULTICENTRIQUE, RANDOMISÉE, PRAGMATIQUE ET UNE PROSPRECTIVE PARALLÈLE (NON RANDOMISÉES)","{""CORONAVIRUS DISEASE (COVID-19)""}",SUNNYBROOK HEALTH SCIENCES CENTRE,ISOFLURANE / SEVOFLURANE,,true,true,,20200617 08:16:37 GMT
56842,CINC424J12301,240395,3,PENDING,En suspens,,,20200616,"PHASE 3 RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTI-CENTER STUDY TO ASSESS THE EFFICACY AND SAFETY OF RUXOLITINIB IN PATIENTS WITH COVID-19 ASSOCIATED CYTOKINE STORM (RUXCOVID)","UNE ÉTUDE À PHASE 3, RANDOMISÉE, À DOUBLE INSU, CONTRÔLÉE PAR PLACEBO, MULTICENTRIQUE POUR ÉVALUER L¿EFFICACITÉ ET L¿INNOCUITÉ DE RUXOLITINIB CHEZ LES PATIENTS ATTEINTS DE COVID-19 ASSOCIÉS AVEC UNE TEMPÊTE CYTOKINES (RUXCOVID)","{""CORONAVIRUS DISEASE (COVID-19)""}",NOVARTIS PHARMACEUTICALS CANADA INC,JAKAVI (RUXOLITINIB),,true,true,true,20200618 08:17:10 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200618 08:17:10 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200622 08:19:03 GMT
55916,EFC16844,237332,1,ONGOING,En cours,20200409,,20200324,"AN ADAPTIVE PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY ASSESSING EFFICACY AND SAFETY OF SARILUMAB FOR HOSPITALIZED PATIENTS WITH COVID-19","ÉTUDE ADAPTATIVE DE PHASE 3, RANDOMISÉE, À DOUBLE INSU ET CONTRÔLÉE PAR PLACEBO ÉVALUANT L¿EFFICACITÉ ET L¿INNOCUITÉ DU SARILUMAB POUR LES PATIENTS HOSPITALISÉS INFECTÉS À LA COVID-19","{""CORONAVIRUS DISEASE (COVID-19)""}",SANOFI-AVENTIS CANADA INC,KEVZARA,KEVZARA,true,true,,20200622 08:19:03 GMT
56585,20-5449,239579,3,PENDING,En suspens,,,20200625,USE OF HIGH DOSE INHALED NITRIC OXIDE IN INTUBATED PATIENTS ADMITTED WITH COVID-19,UTILISATION DE LA DOSE ÉLEVÉE OXYDE NITRIQUE INHALÉ DANS LES PATIENTS INTUBÉS ADMIS AVEC COVID-19,"{""CORONAVIRUS DISEASE (COVID-19)""}",UNIVERSITY HEALTH NETWORK,NITRIC OXIDE,,true,true,,20200626 08:21:20 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200626 08:21:20 GMT
56842,CINC424J12301,240395,1,ONGOING,En cours,20200624,,20200616,"PHASE 3 RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTI-CENTER STUDY TO ASSESS THE EFFICACY AND SAFETY OF RUXOLITINIB IN PATIENTS WITH COVID-19 ASSOCIATED CYTOKINE STORM (RUXCOVID)","UNE ÉTUDE À PHASE 3, RANDOMISÉE, À DOUBLE INSU, CONTRÔLÉE PAR PLACEBO, MULTICENTRIQUE POUR ÉVALUER L¿EFFICACITÉ ET L¿INNOCUITÉ DE RUXOLITINIB CHEZ LES PATIENTS ATTEINTS DE COVID-19 ASSOCIÉS AVEC UNE TEMPÊTE CYTOKINES (RUXCOVID)","{""CORONAVIRUS DISEASE (COVID-19)""}",NOVARTIS PHARMACEUTICALS CANADA INC,JAKAVI (RUXOLITINIB),,true,true,true,20200626 08:21:20 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200630 08:23:10 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""CORONAVIRUS DISEASE (COVID-19)"",""COMMUNITY-ACQUIRED PNEUMONIA""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200630 08:23:10 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200714 08:56:45 GMT
50213,MP-31-2019-2945,219212,1,ONGOING,En cours,20190429,,20180905,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C (LOVIT).,DIMINUTION DU DYSFONCTIONNEMENT DES ORGANES À L'AIDE DE LA VITAMINE C (LOVIT).,"{""CORONAVIRUS DISEASE (COVID-19)"",SEPSIS}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C (ASCORBIC ACID),VITAMIN C (ASCORBIC ACID),true,true,,20200625 08:20:47 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200629 08:22:39 GMT
56133,PHRI.ACT.COVID19,238157,1,ONGOING,En cours,20200421,,20200418,"ANTI-CORONAVIRUS THERAPIES TO PREVENT PROGRESSION OF COVID-19 (ACT), A RANDOMIZED TRIAL","LES THÉRAPIES ANTI-CORONAVIRUS POUR EMPÊCHER LA PROGRESSION DE COVID-19 (TAC), UN ESSAI RANDOMISÉ","{""CORONAVIRUS DISEASE (COVID-19)""}",HAMILTON HEALTH SCIENCES CORPORATION,COLCHICINE / ACETYLSALICYLIC ACID / RIVAROXABAN / INTERFERON BETA-1B,,true,true,,20200629 08:22:39 GMT
56627,MP-31-2021-3741,239705,3,PENDING,En suspens,,,20200605,LESSENING ORGAN DYSFUNCTION WITH VITAMIN C ¿ COVID (LOVIT-COVID),DIMINUTION DU DYSFONCTIONNEMENT D¿ORGANES AVEC LA VITAMINE C - COVID (LOVIT-COVID),"{SEPSIS,""CORONAVIRUS DISEASE (COVID-19)""}",CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,VITAMIN C,,true,true,,20200629 08:22:39 GMT
56008,X17-0199,237719,1,ONGOING,En cours,20200410,,20200401,"RANDOMIZED, EMBEDDED, MULTIFACTORIAL ADAPTIVE PLATFORM TRIAL FOR COMMUNITY-ACQUIRED PNEUMONIA (REMAP-CAP)","ESSAI D'UNE PLATEFORME ADAPTATIVE MULTIFACTORIELLE, INTÉGRÉE ET ALÉATOIRE POUR LA PNEUMONIE NON NOSOCOMIALE (PAMIA PNN)","{""COMMUNITY-ACQUIRED PNEUMONIA"",""CORONAVIRUS DISEASE (COVID-19)""}",UNITY HEALTH TORONTO,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / APHERESIS FROZEN PLASMA FROM RECOVERED COVID-19 PATIENTS (CONVALESCENT PLASMA) / KINERET,LOPINAVIR-RITONAVIR / INTERFERON BETA-1A / APO-HYDROXYQUINE / HEPARIN SODIUM / LOVENOX / FRAGMIN / INNOHEP / PLASMA APHÉRÈSE CONGELÉ PRÉLEVÉ CHEZ LES PATIENTS QUI S'ÉTAIENT RÉTABLIS DE LA COVID-19 (PLASMA EN PHASE DE CONVALESCENCE) / KINERET,true,true,,20200629 08:22:39 GMT
56007,SAIL-004,237708,1,ONGOING,En cours,20200415,,20200414,ASSESSMENT OF INVESTIGATIONAL MEDICATIONS ADJUNCT TO CLINICAL STANDARD OF CARE FOR TREATMENT OF MODERATE TO SEVERE CORONAVIRUS DISEASE (COVID-19),ÉVALUATION DES MÉDICAMENTS EXPÉRIMENTAUX COMPLÉMENT À LA NORME DE SOINS CLINIQUES POUR LE TRAITEMENT DE LA MALADIE CORONAVIRUS MODÉRÉE À GRAVE (COVID-19),"{""CORONAVIRUS DISEASE (COVID-19)""}",DR. LISA BARRETT,LOPINAVIR-RITONAVIR / BARICITINIB,,true,true,,20200629 08:22:39 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200701 08:23:41 GMT
56283,LAU-20-01,238614,1,ONGOING,En cours,20200626,,20200502,"A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED, PILOT PHASE II STUDY OF THE EFFICACY AND SAFETY OF LAU-7B IN THE TREATMENT OF ADULT HOSPITALIZED PATIENTS WITH COVID-19 DISEASE.","UN ESSAI PILOT DE PHASE II RANDOMISÉ, À DOUBLE INSU ET CONTRÔLÉ CONTRE PLACEBO, DE L'EFFICACITÉ ET DE L'INNOCUITÉ DE LAU-7B DANS LE TRAITEMENT DE PATIENTS ADULTES HOSPITALISÉS AVEC COVID-19 MALADIE.","{""CORONAVIRUS DISEASE (COVID-19)""}",LAURENT PHARMACEUTICALS,FENRETINIDE (LAU-7B),,true,true,,20200701 08:23:41 GMT
56924,COVID-CTP-02,240702,3,PENDING,En suspens,,,20200630,"MULTI-CENTER, DOUBLE-BLINDED, PLACEBO-CONTROLLED, PHASE II CLINICAL EFFICACY STUDY EVALUATING NORS TO TREAT AND PREVENT THE EXACERBATION OF INFECTION IN INDIVIDUALS WITH DOCUMENTED MILD COVID-19","UNE ETUDE CLINIQUE DE PHASE II, MULTICENTRIQUE, DOUBLE-BLINDED, CONTRÔLÉE PAR PLACEBO SUR L¿EFFICACITÉ DE L¿ÉVALUATION NORS À TRAITER ET À PRÉVENIR L¿EXACERBATION DE L¿INFECTION CHEZ LES PERSONNES  AYANT ÉTÉ DOCUMENTÉS AVEC COVID-19 BÉNIGNE","{""CORONAVIRUS DISEASE (COVID-19)""}",SANOTIZE RESEARCH & DEVELOPMENT CORP,NITRIC OXIDE,,true,true,,20200701 08:23:41 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""CORONAVIRUS DISEASE (COVID-19)"",""LOWER RESPIRATORY TRACT INFECTION"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200702 08:24:07 GMT
46355,NTM-CTP-01,207204,3,PENDING,En suspens,,,20170726,AN OPEN LABEL SAFETY STUDY OF INHALED GASEOUS NITRIC OXIDE (GNO) FOR ADULTS WITH NON-TUBERCULOSIS MYCOBACTERIA INFECTION,UNE ÉTUDE OUVERTE SUR L¿INNOCUITÉ DE L¿INHALATION D¿OXYDE NITRIQUE (NO) GAZEUX CHEZ LES ADULTES AVEC DES INFECTIONS PAR MYCOBACTERIA NON LIÉES À LA TUBERCULOSE.,"{""LOWER RESPIRATORY TRACT INFECTION"",""CORONAVIRUS DISEASE (COVID-19)"",""UPPER RESPIRATORY TRACT INFECTION""}",DR JEREMY ROAD,NITRIC OXIDE,NITRIC OXIDE,true,true,,20200703 08:24:37 GMT
