ct_intervention_id,ct_intervention_raw,who_drug_substances,who_covid_trial_substances,ct_intervention_types,text_class
1510,Recombinant human angiotensin-converting enzyme 2 (rhACE2),"""No matches""","""No matches""","[""Drug""]",
1501,Tocilizumab 180 MG/ML,"[""Tocilizumab""]","""No matches""","[""Drug""]",
949,Methylprednisolone Sodium Succinate,"[""Sodium"", ""Methylprednisolone sodium succinate"", ""Methylprednisolone""]","""No matches""","[""Drug""]",
375,Oxygen Therapy,"[""Oxygen""]","""No matches""","[""Device""]",
1056194,CCP,"""No matches""","""No matches""","[""Biological""]",
368,Physical Therapy,"""No matches""","""No matches""","[""Procedure""]",
365,Nasopharyngeal (NP) swab,"""No matches""","""No matches""","[""Diagnostic Test""]",
1037,Physiotherapy,"""No matches""","""No matches""","[""Other""]",
1533,diagnostic tests for COVID-19 infection,"""No matches""","""No matches""","[""Diagnostic Test""]",
2211088,Antioxidation Therapy,"""No matches""","""No matches""","[""Dietary Supplement""]",
1547,Blood plasma,"[""Blood plasma"", ""Plasma""]","""No matches""","[""Biological""]",
587310,COVID-19 Convalescent Plasma (CCP),"[""Plasma""]","""No matches""","[""Biological""]",
1768092,Adsorbed COVID-19 (inactivated) Vaccine,"""No matches""","""No matches""","[""Biological""]",
411,Placebo of Hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18055,Ozanimod,"[""Ozanimod""]","""No matches""","[""Drug""]",
352,Vitamin D3,"""No matches""","""No matches""","[""Dietary Supplement""]",
587074,Sars-Cov-2 serology,"""No matches""","""No matches""","[""Diagnostic Test""]",
407,"oral nutrition supplement (ONS) enriched in eicosapentaenoic acid, gamma-linolenic acid and antioxidants","[""Linolenic acid"", ""Eicosapentaenoic acid""]","""No matches""","[""Dietary Supplement""]",
2047332,CRI management,"""No matches""","""No matches""","[""Device""]",
406,COVID-19 PCR and Serology,"""No matches""","""No matches""","[""Diagnostic Test""]",
1548,UNIKINON (Chloroquine phosphate) 200mg tablets,"[""Chloroquine"", ""Chloroquine phosphate""]","""No matches""","[""Drug""]",
391,Placebo of LPV/r Tablets,"""No matches""","""No matches""","[""Drug""]",
1768300,80 ppm Nitric Oxide delivered through LungFit Delivery System,"[""Nitric oxide""]","""No matches""","[""Combination Product""]",
707458,Nutrition,"""No matches""","""No matches""","[""Other""]",
1295030,Anakinra 149 MG/ML Prefilled Syringe {Kineret},"[""Anakinra""]","""No matches""","[""Drug""]",
723,Simvastatin,"[""Simvastatin""]","""No matches""","[""Drug""]",
345677,Conestat alfa,"[""Conestat alfa""]","""No matches""","[""Drug""]",
100,PROTECTIVE VENTILATION,"""No matches""","""No matches""","[""Other""]",
345662,Blood test,"""No matches""","""No matches""","[""Diagnostic Test""]",
1241179,Positive feedback,"""No matches""","""No matches""","[""Behavioral""]",
636,Radiation therapy,"""No matches""","""No matches""","[""Radiation""]",
177,Tinzaparin or unfractionated heparin,"[""Heparin"", ""Tinzaparin""]","""No matches""","[""Drug""]",
2047491,sofosbuvir,"[""Sofosbuvir""]","""No matches""","[""Drug""]",
990360,0.9% saline,"""No matches""","""No matches""","[""Other""]",
19639,ATYR1923 1 mg/kg,"""No matches""","""No matches""","[""Drug""]",
96,Vitamin C,"""No matches""","""No matches""","[""Dietary Supplement""]",
881,Zinc Sulfate,"[""Zinc sulfate"", ""Zinc""]","""No matches""","[""Drug""]",
372,Colchicine,"[""Colchicine""]","""No matches""","[""Drug""]",
1082,"NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells","""No matches""","[""NKG2D-ACE2 CAR-NK cells""]","[""Biological""]",
17498,Self-management booklet (SWitCh: Stay well during COVID-19),"""No matches""","""No matches""","[""Behavioral""]",
1601,Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule,"""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
347530,Isoflurane Inhalant Product,"[""Isoflurane""]","""No matches""","[""Drug""]",
707447,Psychological and Behaviour Change Support,"""No matches""","""No matches""","[""Behavioral""]",
433,Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule,"""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
396900,Vielight RX Plus,"""No matches""","""No matches""","[""Device""]",
1768370,Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords,"""No matches""","""No matches""","[""Biological""]",
347523,Sevoflurane inhalant product,"[""Sevoflurane""]","""No matches""","[""Drug""]",
1336537,Umbilical Cord Mesenchymal Stem Cells + Heparin along with best supportive care.,"[""Heparin""]","""No matches""","[""Biological""]",
1336455,Vehicle + Heparin along with best supportive care,"[""Heparin""]","""No matches""","[""Other""]",
707417,Exercise,"""No matches""","""No matches""","[""Other""]",
926613,SOC + Intravenous Famotidine,"[""Famotidine""]","""No matches""","[""Drug""]",
926541,SOC + Placebo,"""No matches""","""No matches""","[""Drug""]",
1241035,Maraviroc 300 mg,"[""Maraviroc""]","""No matches""","[""Drug""]",
990365,Crizanlizumab,"[""Crizanlizumab""]","""No matches""","[""Drug""]",
140,BNT162b1,"""No matches""","""No matches""","[""Biological""]",
1612548,Povidone-iodine,"[""Povidone-iodine"", ""Iodine"", ""Povidone""]","""No matches""","[""Drug""]",
1293760,Normal saline 0.9%,"""No matches""","""No matches""","[""Biological""]",
364,Favipiravir,"[""Favipiravir""]","[""Favipiravir""]","[""Drug""]",
1723239,STI-1499,"""No matches""","""No matches""","[""Biological""]",
585964,Group B: Placebo oropharyngeal spray + Active principle immunostimulant,"""No matches""","""No matches""","[""Dietary Supplement""]",
585977,Group D:Placebo oropharyngeal spray + Placebo taken PO,"""No matches""","""No matches""","[""Dietary Supplement""]",
19088,ATYR1923 3 mg/kg,"""No matches""","""No matches""","[""Drug""]",
811,Clazakizumab 12.5 mg,"[""Clazakizumab""]","""No matches""","[""Drug""]",
2047532,Tigerase® and best available care,"""No matches""","""No matches""","[""Biological""]",
19149,Standard-of-care treatment,"""No matches""","""No matches""","[""Drug""]",
17326,Chat-based instant messaging support,"""No matches""","""No matches""","[""Behavioral""]",
705502,Infliximab,"[""Infliximab""]","""No matches""","[""Drug""]",
1295104,Therapeutic anticoagulation,"""No matches""","""No matches""","[""Drug""]",
19117,Tocilizumab Prefilled Syringe,"[""Tocilizumab""]","""No matches""","[""Drug""]",
2047526,Best available care,"""No matches""","""No matches""","[""Other""]",
1325,corticosteroid nasal irrigation,"""No matches""","""No matches""","[""Drug""]",
1612538,Intramuscular Vaccine,"""No matches""","""No matches""","[""Biological""]",
2108872,Placenta-Derived MMSCs; Cryopreserved Placenta-Derived Multipotent Mesenchymal Stromal Cells,"[""Placenta""]","""No matches""","[""Procedure""]",
2108851,Antibiotics,"""No matches""","""No matches""","[""Drug""]",
2108873,Hormones,"""No matches""","""No matches""","[""Drug""]",
2108877,Anticoagulant Therapy,"""No matches""","""No matches""","[""Drug""]",
2108850,Оxygen therapy,"""No matches""","""No matches""","[""Device""]",
1668460,Hesperidin and Diosmin mixture,"[""Diosmin"", ""Hesperidin""]","""No matches""","[""Drug""]",
585771,Home sample collection of concerning mole with physician supervision,"""No matches""","""No matches""","[""Other""]",
209,LEAF-4L7520,"""No matches""","""No matches""","[""Drug""]",
705758,prophylactic lactoferrin daily,"[""Lactoferrin""]","""No matches""","[""Drug""]",
585487,Active control:Healthy Living,"""No matches""","""No matches""","[""Behavioral""]",
19660,Anakinra Prefilled Syringe,"[""Anakinra""]","""No matches""","[""Drug""]",
1369,Doppler Echo,"""No matches""","""No matches""","[""Other""]",
346008,Cloth Face Mask,"""No matches""","""No matches""","[""Device""]",
346151,N-95 Respirator,"""No matches""","""No matches""","[""Device""]",
585724,Group C:Active principle oropharyngeal spray + Placebo taken PO,"""No matches""","""No matches""","[""Dietary Supplement""]",
345971,Graded exercise test,"""No matches""","""No matches""","[""Diagnostic Test""]",
585634,Group A: oropharygeal spray and immunostimulant,"""No matches""","""No matches""","[""Dietary Supplement""]",
1666627,REGN10933+REGN10987,"""No matches""","""No matches""","[""Drug""]",
898,plasma from convalescent patients with COVID-19,"[""Plasma""]","""No matches""","[""Biological""]",
2165997,CPI-006,"""No matches""","""No matches""","[""Drug""]",
896,Gas exchanges at different PEEP,"""No matches""","""No matches""","[""Other""]",
2047668,Rapid Onsite COVID-19 Detection,"""No matches""","""No matches""","[""Device""]",
988584,Camostat Mesylate,"[""Camostat""]","""No matches""","[""Drug""]",
988666,"Microcrystalline Cellulose, NF","""No matches""","""No matches""","[""Drug""]",
1054828,Low Dose (10 mg) Control,"""No matches""","""No matches""","[""Drug""]",
2209405,anti-SARS-CoV-2 plasma,"[""Plasma""]","""No matches""","[""Drug""]",
1398,Stool collection or fecal swab,"""No matches""","""No matches""","[""Biological""]",
1393,Clinical examination,"""No matches""","""No matches""","[""Procedure""]",
926328,PB1046,"""No matches""","""No matches""","[""Drug""]",
1293444,Convalescent Immune Plasma,"[""Plasma""]","""No matches""","[""Other""]",
256,Biological samples specific to research,"""No matches""","""No matches""","[""Procedure""]",
1383,Hidroxicloroquina,"""No matches""","""No matches""","[""Drug""]",
19716,CERC-002,"""No matches""","""No matches""","[""Drug""]",
874,Blood samples (collection of 5 mL of blood in a dry tube),"""No matches""","""No matches""","[""Diagnostic Test""]",
925133,Nasopharyngeal swabs,"""No matches""","""No matches""","[""Diagnostic Test""]",
1666853,topical steroids and cyclosporin-A,"""No matches""","""No matches""","[""Drug""]",
250,Telephone follow-up,"""No matches""","""No matches""","[""Procedure""]",
1363,exchange blood transfusion from normal donor,"""No matches""","""No matches""","[""Biological""]",
303,Nafamostat Mesilate,"[""Nafamostat mesilate"", ""Nafamostat""]","""No matches""","[""Drug""]",
1507,RT-PCR Covid-19,"""No matches""","""No matches""","[""Diagnostic Test""]",
1032,Kaletra,"""No matches""","""No matches""","[""Drug""]",
971,Injective placebo,"""No matches""","""No matches""","[""Other""]",
752,ULTRAPROTECTIVE VENTILATION,"""No matches""","""No matches""","[""Other""]",
712,Ceftaroline,"[""Ceftaroline""]","""No matches""","[""Drug""]",
934,Survey to assess Post traumatic stress and anxiety at inclusion and 6 months later,"""No matches""","""No matches""","[""Other""]",
316,Convalescent plasma (CP),"[""Plasma""]","""No matches""","[""Biological""]",
999,1: Prone positioning,"""No matches""","""No matches""","[""Behavioral""]",
42,Inhaled nitric oxide (iNO),"[""Nitric oxide""]","""No matches""","[""Drug""]",
65,Kundalini Yoga and Anxiety Reduction Training,"""No matches""","""No matches""","[""Behavioral""]",
1336,Newsfeed function,"""No matches""","""No matches""","[""Behavioral""]",
293,ChAdOx1 nCoV-19 boost,"""No matches""","[""ChAdOx1 nCoV-19""]","[""Biological""]",
858,Valsartan (Diovan),"[""Valsartan""]","""No matches""","[""Drug""]",
1420,Povidone-Iodine 2%,"[""Povidone-iodine"", ""Iodine"", ""Povidone""]","""No matches""","[""Drug""]",
986,Inspiratory training device,"""No matches""","""No matches""","[""Device""]",
1164,Standard Plasma (FFP),"[""Plasma""]","""No matches""","[""Biological""]",
561,vaccine BCG,"""No matches""","""No matches""","[""Biological""]",
590,High-Titer Anti-SARS-CoV-2 (COVID 19) Convalescent Plasma,"[""Plasma""]","""No matches""","[""Drug""]",
810,"cholecalciferol 50,000 IU","""No matches""","""No matches""","[""Drug""]",
963,Indomethacin,"""No matches""","""No matches""","[""Drug""]",
54,Enoxaparin/Lovenox Intermediate Dose,"[""Enoxaparin""]","""No matches""","[""Drug""]",
1347,Internet-based self-help,"""No matches""","""No matches""","[""Behavioral""]",
742,SCD,"""No matches""","""No matches""","[""Device""]",
1574,Chest physiotherapy using a non-invasive oscillating device,"""No matches""","""No matches""","[""Procedure""]",
431,Selinexor,"[""Selinexor""]","""No matches""","[""Drug""]",
18392,Nicotinamide riboside,"[""Nicotinamide riboside"", ""Nicotinamide""]","""No matches""","[""Dietary Supplement""]",
57,Tetrandrine,"[""Tetrandrine""]","""No matches""","[""Drug""]",
78,trimethoprim/sulfamethoxazole,"[""Trimethoprim"", ""Sulfamethoxazole""]","""No matches""","[""Drug""]",
297,Emotional Freedom Technique,"""No matches""","""No matches""","[""Behavioral""]",
1680,Lopinavir 200Mg/Ritonavir 50Mg Tab,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1027,Ruxolitinib Oral Tablet,"[""Ruxolitinib""]","""No matches""","[""Drug""]",
1391,Saline with Baby Shampoo Nasal Irrigation,"""No matches""","""No matches""","[""Other""]",
1089,Plasma Donation,"[""Plasma""]","""No matches""","[""Other""]",
1737,Ritonavir+Oseltamivir,"[""Oseltamivir"", ""Ritonavir""]","""No matches""","[""Drug""]",
654,Desferal 500 MG Injection,"""No matches""","""No matches""","[""Drug""]",
1807,COVID-19 Specific T Cell derived exosomes (CSTC-Exo),"""No matches""","""No matches""","[""Biological""]",
775,"COVID-19 IgM/IgG Rapid Testing, mobile device image capture and telemedicine support","""No matches""","""No matches""","[""Diagnostic Test""]",
18473,Lung impedance technique,"[""Lung""]","""No matches""","[""Diagnostic Test""]",
459,Online support Group,"""No matches""","""No matches""","[""Behavioral""]",
466,PLX-PAD,"""No matches""","""No matches""","[""Biological""]",
341,Telerehabilitation-Based,"""No matches""","""No matches""","[""Other""]",
148,Sirolimus,"[""Sirolimus""]","""No matches""","[""Drug""]",
843,TD-0903,"""No matches""","[""TD 0903""]","[""Drug""]",
408,Intermittent prone positioning instructions,"""No matches""","""No matches""","[""Behavioral""]",
48,oSOC,"""No matches""","""No matches""","[""Drug""]",
1252,standard medical treatment,"""No matches""","""No matches""","[""Other""]",
1526,Pulmozyme,"""No matches""","""No matches""","[""Drug""]",
1591,"Hydroxychloroquine, Clindamycin, Primaquine - high dose.","[""Clindamycin"", ""Primaquine"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1541,daily room disinfection,"""No matches""","""No matches""","[""Other""]",
516,prayer,"""No matches""","""No matches""","[""Behavioral""]",
1692,Placebo Administration,"""No matches""","""No matches""","[""Drug""]",
1478,Chloroquine diphosphate,"[""Chloroquine""]","""No matches""","[""Drug""]",
17724,Biological: mRNA-1273: 100 mcg,"""No matches""","[""mRNA 1273""]","[""Biological""]",
127,Biosensors,"""No matches""","""No matches""","[""Device""]",
1374,Transfusion of standard Plasma.,"[""Plasma""]","""No matches""","[""Drug""]",
1634,Umbilical cord Wharton's jelly-derived human,"""No matches""","""No matches""","[""Biological""]",
1276,Low Dose Radiotherapy,"""No matches""","""No matches""","[""Radiation""]",
873,Traditional Chinese Medicine Prescription,"""No matches""","""No matches""","[""Drug""]",
780,Lucinactant,"[""Lucinactant""]","""No matches""","[""Drug""]",
1157,Convalescent Plasma from COVID-19 donors,"[""Plasma""]","""No matches""","[""Biological""]",
1708,Standard Public Health measures,"""No matches""","""No matches""","[""Other""]",
1822,1: Naproxen,"[""Naproxen""]","""No matches""","[""Drug""]",
935,AV-COVID-19,"""No matches""","""No matches""","[""Biological""]",
674,Group B Control,"""No matches""","""No matches""","[""Drug""]",
174,EIDD-2801,"""No matches""","""No matches""","[""Drug""]",
1139,RBT-9 (90 mg),"""No matches""","""No matches""","[""Drug""]",
1143,High Flow Nasal Oxygen (HFNO),"[""Oxygen""]","""No matches""","[""Device""]",
1174,Estradiol patch,"[""Estradiol""]","""No matches""","[""Drug""]",
1212,UTTR1147A-matched Placebo,"""No matches""","""No matches""","[""Drug""]",
610,Amiodarone,"[""Amiodarone""]","""No matches""","[""Drug""]",
639,Multiple Doses of Anti-SARS-CoV-2 convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
45,Anakinra plus oSOC,"[""Anakinra""]","""No matches""","[""Drug""]",
663,Multifrequency Bioimpedance Spectroscopy,"""No matches""","""No matches""","[""Device""]",
774,Arbidol,"""No matches""","""No matches""","[""Drug""]",
868,MSCs-derived exosomes,"""No matches""","""No matches""","[""Biological""]",
287,Ultra-Low-dose radiotherapy,"""No matches""","""No matches""","[""Radiation""]",
997,Neuromuscular evaluation,"""No matches""","""No matches""","[""Device""]",
1709,Discontinuation of ARB/ACEI,"""No matches""","""No matches""","[""Other""]",
942,CHLORPROMAZINE (CPZ),"[""Chlorpromazine""]","""No matches""","[""Drug""]",
953,2D Telemedicine,"""No matches""","""No matches""","[""Other""]",
437,NT-17,"""No matches""","""No matches""","[""Biological""]",
73,Data collection and rhinopharyngeal swab,"""No matches""","""No matches""","[""Diagnostic Test""]",
436,Two doses of placebo at the emergency vaccination schedule,"""No matches""","""No matches""","[""Biological""]",
600,Blood collection on admission and longitudinally,"""No matches""","""No matches""","[""Biological""]",
79,Macrolide administered for 3-5 days,"""No matches""","""No matches""","[""Drug""]",
136,Standard of Care thromboprophylaxis,"""No matches""","""No matches""","[""Drug""]",
225,Oral,"""No matches""","""No matches""","[""Drug""]",
1550,standard treatment,"""No matches""","""No matches""","[""Other""]",
1671,Microcannula Harvest Adipose Derived tissue stromal vascular fraction (tSVF),"""No matches""","""No matches""","[""Procedure""]",
1158,Control (albumin 5%),"""No matches""","""No matches""","[""Biological""]",
531,Almitrine,"[""Almitrine""]","""No matches""","[""Drug""]",
632,Marker Therapeutics D2000 Cartridge (D2000) for use with the Spectra Optia® Apheresis System (Optia SPD Protocol),"""No matches""","""No matches""","[""Device""]",
18158,Peripheral Blood,"""No matches""","""No matches""","[""Other""]",
321,Budesonide Nasal,"[""Budesonide""]","""No matches""","[""Drug""]",
1007,Azithromycin 500 milligram (mg) oral Tablet,"[""Azithromycin""]","""No matches""","[""Drug""]",
1567,Ruxolitinib 5 MG,"[""Ruxolitinib""]","""No matches""","[""Drug""]",
1258,ABX464,"""No matches""","""No matches""","[""Drug""]",
1077,Hydroxychloroquine SAR321068,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1099,home care monitoring,"""No matches""","""No matches""","[""Other""]",
1367,human cord tissue mesenchymal stromal cells,"""No matches""","""No matches""","[""Biological""]",
294,Saline containing 1% Human serum albumin（solution of MSC）,"""No matches""","""No matches""","[""Biological""]",
1015,Monitoring Visit - Baseline,"""No matches""","""No matches""","[""Diagnostic Test""]",
618,Inhaled Hypertonic ibuprofen,"[""Ibuprofen""]","""No matches""","[""Drug""]",
1809,Group A HCQ,"""No matches""","""No matches""","[""Drug""]",
126,Hydroxychloroquine Sulfate 400 mg twice a day,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1582,Control arm,"""No matches""","""No matches""","[""Drug""]",
1583,Extended sampling and procedures,"""No matches""","""No matches""","[""Procedure""]",
17372,Staff Wellbeing Centres,"""No matches""","""No matches""","[""Other""]",
109,Fixed-duration Hydrocortisone,"[""Hydrocortisone""]","""No matches""","[""Drug""]",
1047,Thymosin+standard treatment,"""No matches""","""No matches""","[""Drug""]",
18051,Lopinavir-Ritonavir Drug Combination,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
18060,Bridge therapy,"""No matches""","""No matches""","[""Drug""]",
1599,conjunctival swab,"""No matches""","""No matches""","[""Diagnostic Test""]",
1131,Standard of care therapies,"""No matches""","""No matches""","[""Other""]",
1704,Plasma from COVID-19 convalescent patient,"[""Plasma""]","""No matches""","[""Drug""]",
1224,ECMO Implantation,"""No matches""","""No matches""","[""Procedure""]",
1749,Low-dose radiotherapy,"""No matches""","""No matches""","[""Radiation""]",
1323,Allogeneic NK transfer,"""No matches""","""No matches""","[""Biological""]",
229,Lopinavir / Ritonavir Pill,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
1520,HCQ + Placebo,"""No matches""","""No matches""","[""Drug""]",
1151,Artemisinin / Artesunate,"[""Artesunate"", ""Artemisinin""]","""No matches""","[""Drug""]",
1194,Standar medical treatmen,"""No matches""","""No matches""","[""Drug""]",
18524,Matching Placebo,"""No matches""","""No matches""","[""Drug""]",
1496,bacTRL-Spike,"""No matches""","[""bacTRL-Spike""]","[""Biological""]",
801,Stem Cell Product,"""No matches""","""No matches""","[""Drug""]",
222,PH94B,"""No matches""","""No matches""","[""Drug""]",
739,Hydroxychloroquine Sulfate 600 mg once a day,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1423,Gimsilumab,"[""Gimsilumab""]","""No matches""","[""Drug""]",
1052,Arbidol Hydrochloride Granules,"""No matches""","""No matches""","[""Drug""]",
1617,Matching placebo,"""No matches""","""No matches""","[""Drug""]",
70,Stem Cell Educator-Treated Mononuclear Cells Apheresis,"""No matches""","""No matches""","[""Combination Product""]",
1792,Anti-SARS-CoV-2 Human Convalescent Plasma,"[""Plasma""]","""No matches""","[""Biological""]",
1811,PLACEBO GROUP,"""No matches""","""No matches""","[""Other""]",
403,Ibrutinib,"[""Ibrutinib""]","""No matches""","[""Drug""]",
94,The PREPARE program,"""No matches""","""No matches""","[""Behavioral""]",
1416,amoxicillin/clavulanate,"[""Amoxicillin""]","""No matches""","[""Drug""]",
1451,Sodium Bicarbonate,"[""Sodium"", ""Sodium bicarbonate""]","""No matches""","[""Drug""]",
1457,Atorvastatin,"[""Atorvastatin""]","""No matches""","[""Drug""]",
328,Antibody-Rich Plasma from COVID-19 recovered patients,"[""Plasma""]","""No matches""","[""Other""]",
608,AT-001,"""No matches""","[""AT 001""]","[""Drug""]",
454,Two doses of high dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule,"""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
747,Convalescent COVID 19 Plasma,"[""Plasma""]","""No matches""","[""Biological""]",
275,Lactobaciltus rhamnosus GG,"""No matches""","""No matches""","[""Dietary Supplement""]",
944,Placebo plus standard preventive measures,"""No matches""","""No matches""","[""Drug""]",
345,SPIN-CHAT Program,"""No matches""","""No matches""","[""Other""]",
1198,WHO recommendations (waiting condition),"""No matches""","""No matches""","[""Behavioral""]",
545,Recombinant Interferon Alfa-2b,"[""Interferon"", ""Interferon alfa-2b"", ""Interferon alfa""]","""No matches""","[""Biological""]",
1752,Galidesivir,"[""Galidesivir""]","""No matches""","[""Drug""]",
43,Hydroxychloroquine Only Product in Oral Dose Form,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
677,Interferon beta 1a,"[""Interferon"", ""Interferon beta"", ""Interferon beta-1a""]","""No matches""","[""Drug""]",
75,Ruxolitinib administration,"[""Ruxolitinib""]","""No matches""","[""Drug""]",
1296,TAK-981,"""No matches""","""No matches""","[""Drug""]",
1473,Melphalan,"[""Melphalan""]","""No matches""","[""Drug""]",
215,Dapagliflozin 10 MG,"[""Dapagliflozin""]","""No matches""","[""Drug""]",
928,Drug Isotretinoin (13 cis retinoic acid ) capsules+standard treatment,"[""Isotretinoin""]","""No matches""","[""Drug""]",
1657,High-Titer COVID-19 Convalescent Plasma (HT-CCP),"[""Plasma""]","""No matches""","[""Biological""]",
18873,Tele-delivered psychological intervention,"""No matches""","""No matches""","[""Behavioral""]",
374,2: continuation of RAS blocker therapy,"""No matches""","""No matches""","[""Drug""]",
821,Telmisartan 40mg,"[""Telmisartan""]","""No matches""","[""Drug""]",
802,Meplazumab for Injection,"""No matches""","[""Meplazumab""]","[""Drug""]",
1513,Weekly Assessment,"""No matches""","""No matches""","[""Other""]",
1793,oxyhydrogen,"""No matches""","""No matches""","[""Device""]",
76,LY3127804,"""No matches""","""No matches""","[""Drug""]",
218,Allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,"""No matches""","""No matches""","[""Drug""]",
245,Saline Nasal Irrigation,"""No matches""","""No matches""","[""Other""]",
1590,Standard Care Therapy,"""No matches""","""No matches""","[""Other""]",
1189,Hydroxychloroquine Sulfate Loading Dose,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18622,Capillary and salivary sampling,"""No matches""","""No matches""","[""Device""]",
605,allogeneic human dental pulp stem cells (BSH BTC & Utooth BTC),"""No matches""","""No matches""","[""Biological""]",
1584,Standard of care treatment,"""No matches""","""No matches""","[""Other""]",
157,Tele-medicine platform,"""No matches""","""No matches""","[""Other""]",
143,Sodium Chloride 9mg/mL,"[""Chloride"", ""Sodium"", ""Sodium chloride""]","""No matches""","[""Drug""]",
1324,YinHu QingWen Decoction(low dose),"""No matches""","""No matches""","[""Drug""]",
283,Hydroxychloroquine Sulfate + Azythromycin,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
951,Placebo solution,"""No matches""","""No matches""","[""Drug""]",
1465,blood test,"""No matches""","""No matches""","[""Biological""]",
18487,Blood tests,"""No matches""","""No matches""","[""Diagnostic Test""]",
1804,Ciclesonide,"[""Ciclesonide""]","""No matches""","[""Drug""]",
339,Vitamin B12,"""No matches""","""No matches""","[""Dietary Supplement""]",
756,Flow controlled ventilation (Evone-ventilator),"""No matches""","""No matches""","[""Device""]",
420,N-acetylcysteine,"[""Acetylcysteine""]","""No matches""","[""Drug""]",
776,Intermediate dose thromboprophylaxis,"""No matches""","""No matches""","[""Drug""]",
853,Direct laryngoscopy,"""No matches""","""No matches""","[""Procedure""]",
1360,Ketogenic diet,"""No matches""","""No matches""","[""Dietary Supplement""]",
1556,Zanubrutinib,"[""Zanubrutinib""]","""No matches""","[""Drug""]",
1124,Moxibustion plus Cupping,"""No matches""","""No matches""","[""Other""]",
512,Auricular neuromodulation,"""No matches""","""No matches""","[""Procedure""]",
1656,Sarilumab Prefilled Syringe,"[""Sarilumab""]","""No matches""","[""Drug""]",
12,FFP2,"""No matches""","""No matches""","[""Device""]",
1186,Let It Out (LIO)-C,"""No matches""","""No matches""","[""Other""]",
649,Regular Inpatient Medical Care,"""No matches""","""No matches""","[""Other""]",
695,Melatonin 2mg,"[""Melatonin""]","""No matches""","[""Drug""]",
1008,Combined use of a respiratory broad panel multiplex PCR and procalcitonin,"""No matches""","""No matches""","[""Procedure""]",
1575,Human biological samples,"""No matches""","""No matches""","[""Procedure""]",
848,Vie Scope laryngoscopy,"""No matches""","""No matches""","[""Procedure""]",
266,Online cognitive behavioral therapy (CBT),"""No matches""","""No matches""","[""Behavioral""]",
1449,Best Supportive Care,"""No matches""","""No matches""","[""Other""]",
958,Ganovo+ritonavir+/-Interferon nebulization,"[""Interferon"", ""Ritonavir""]","""No matches""","[""Drug""]",
1191,HCQ+AZT,"""No matches""","""No matches""","[""Drug""]",
27,2: Usual practice + SYMBICORT RAPIHALER,"""No matches""","""No matches""","[""Drug""]",
18672,Avigan 200 mg,"""No matches""","""No matches""","[""Drug""]",
584,Azithromycin and hydroxychloroquine,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
1718,Tociliuzumab,"""No matches""","""No matches""","[""Drug""]",
635,mouthrinse with bêta-cyclodextrin and citrox,"""No matches""","""No matches""","[""Device""]",
1784,Inhaled budesonide,"[""Budesonide""]","""No matches""","[""Drug""]",
684,hyper immunoglobulins containing anti-Corona VS2 immunoglobulin,"""No matches""","""No matches""","[""Other""]",
1291,Thiazide or Thiazide-like diuretics,"""No matches""","""No matches""","[""Drug""]",
1028,Favipiravir Combined With Tocilizumab,"[""Favipiravir"", ""Tocilizumab""]","[""Favipiravir""]","[""Drug""]",
1319,Dental pulp mesenchymal stem cells,"""No matches""","""No matches""","[""Biological""]",
1334,Enriched Survey Feedback,"""No matches""","""No matches""","[""Behavioral""]",
1668,Hydroxychloroquine Sulfate Regular dose,"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
18120,P2Et (Caesalpinia spinosa extract),"""No matches""","""No matches""","[""Drug""]",
614,Imatinib tablets,"[""Imatinib""]","""No matches""","[""Drug""]",
1800,Best standard of care,"""No matches""","""No matches""","[""Other""]",
1308,Ciclesonide Inhalation Aerosol,"[""Ciclesonide""]","""No matches""","[""Drug""]",
